UniqueID,DateOfBite,Species,Breed,Age,Gender,SpayNeuter,Borough,ZipCode
3364,February 27 2019,DOG,Pit Bull,3,M,false,Bronx,10462
3365,March 03 2019,DOG,Rottweiler,3 YRS,M,true,Bronx,10466
3366,February 28 2019,DOG,Pug,9,M,true,Bronx,10468
3367,March 03 2019,DOG,,,U,false,Bronx,10471
3368,March 01 2019,DOG,Yorkshire Terrier,4,M,true,Bronx,10457
3369,March 02 2019,DOG,Yorkshire Terrier,10,M,false,Bronx,10463
3370,March 05 2019,DOG,Bull dog,4,U,false,Bronx,10458
3371,March 06 2019,DOG,Maltese,6M,F,false,Bronx,10465
3372,March 06 2019,DOG,Pit Bull,,U,false,Bronx,
3373,March 06 2019,DOG,Mixed/Other,2,M,false,Bronx,10467
3374,February 18 2019,DOG,Shih Tzu,,U,false,Bronx,10453
3375,February 23 2019,DOG,Pit Bull,,U,false,Bronx,10455
3376,March 05 2019,DOG,Pit Bull,13,U,false,Bronx,10469
3377,February 23 2019,DOG,Pit Bull,,U,false,Bronx,10465
3378,March 10 2019,DOG,PEEKAPOO MIX,4,F,true,Bronx,10460
3379,February 15 2019,DOG,,,U,false,Bronx,10465
3380,February 15 2019,DOG,Pit Bull,,U,false,Bronx,
3381,January 05 2019,DOG,CORGI,,F,false,Bronx,10462
3382,March 13 2019,DOG,Yorkshire Terrier,2,U,false,Bronx,10458
3383,March 13 2019,DOG,American Pit Bull Terrier/Pit Bull,5,M,true,Bronx,10460
3384,March 08 2019,DOG,,,U,false,Bronx,
3385,March 09 2019,DOG,German Shepherd,1,M,false,Bronx,10466
3386,March 10 2019,DOG,BULL / PIT BULL MIX,2,M,true,Bronx,10465
3387,March 10 2019,DOG,Yorkshire Terrier,7,M,false,Bronx,10461
3388,March 09 2019,DOG,Mixed/Other,7,M,false,Bronx,10461
3389,March 16 2019,DOG,Pit Bull,,U,false,Bronx,10457
3390,March 18 2019,DOG,CHIEN MIX,3,M,true,Bronx,10457
3391,March 17 2019,DOG,Mixed/Other,7,M,false,Bronx,10453
3392,March 20 2019,DOG,Mixed/Other,7,M,false,Bronx,10456
3393,March 21 2019,DOG,Shih Tzu,2,M,false,Bronx,10467
3394,March 21 2019,DOG,UNKNOWN,,U,false,Bronx,10469
3395,March 18 2019,DOG,,,U,false,Bronx,
3396,March 18 2019,DOG,Boxer,,M,false,Bronx,10456
3397,March 24 2019,DOG,SHEPERD,6M,M,false,Bronx,10462
3398,March 23 2019,DOG,Pit Bull,,U,false,Bronx,10456
3399,March 24 2019,DOG,Mixed/Other,6M,U,false,Bronx,10462
3400,March 24 2019,DOG,Pit Bull,,U,false,Bronx,
3401,March 24 2019,DOG,Pit Bull,,U,false,Bronx,10453
3402,March 25 2019,DOG,Maltese,3,M,false,Bronx,
3403,March 23 2019,DOG,Pit Bull,,U,false,Bronx,10469
3404,March 18 2019,DOG,Pit Bull,,U,false,Bronx,10452
3405,March 25 2019,DOG,Pit Bull,,U,false,Bronx,
3406,February 20 2019,DOG,Pit Bull,7M,M,true,Bronx,10473
3407,March 27 2019,DOG,MIXED,,U,false,Bronx,10473
3408,March 30 2019,DOG,,1,F,false,Bronx,10457
3409,March 29 2019,DOG,Shiba Inu,6M,M,false,Bronx,10465
3410,March 30 2019,DOG,Yorkshire Terrier,5,M,false,Bronx,10475
3411,April 01 2019,DOG,,,U,false,Bronx,
3412,March 28 2019,DOG,Pit Bull,,U,false,Bronx,
3413,April 01 2019,DOG,Miniature Pinscher,4,F,false,Bronx,10462
3414,March 28 2019,DOG,,,U,false,Bronx,10456
3415,March 30 2019,DOG,Bull dog,,U,false,Bronx,
3416,March 10 2019,DOG,,,U,false,Bronx,10465
3417,March 26 2019,DOG,,20,M,false,Bronx,10471
3418,April 02 2019,DOG,LARGE MIX BREED,4,F,false,Bronx,10460
3419,April 01 2019,DOG,LAB / PIT BULL MIX,2 YRS,F,true,Bronx,10455
3420,March 29 2019,DOG,Bull dog,2,F,true,Bronx,10469
3421,April 04 2019,DOG,Pit Bull,5,M,false,Bronx,10455
3422,April 03 2019,DOG,,,U,false,Bronx,10467
3423,April 04 2019,DOG,"Schnauzer, Standard",1,F,false,Bronx,10455
3424,March 08 2019,DOG,Siberian Husky,,U,false,Bronx,
3425,April 06 2019,DOG,Maltese,9,F,true,Bronx,10465
3426,April 06 2019,DOG,,,U,false,Bronx,10469
3427,April 04 2019,DOG,,,U,false,Bronx,
3428,April 06 2019,DOG,Weimaraner,,U,false,Bronx,N/A
3429,April 07 2019,DOG,GOAT,,U,false,Bronx,10460
3430,April 07 2019,DOG,Shih Tzu,,U,false,Bronx,10460
3431,March 17 2019,DOG,American Pit Bull Terrier/Pit Bull,,U,false,Bronx,10465
3432,March 15 2019,DOG,Shih Tzu,,U,false,Bronx,
3433,March 23 2019,DOG,Pit Bull,,U,false,Bronx,10455
3434,April 02 2019,DOG,Pit Bull,,U,false,Bronx,10467
3435,April 12 2019,DOG,,,U,false,Bronx,
3436,April 12 2019,DOG,LARGER MIX BREED,6,F,false,Bronx,10455
3437,April 14 2019,DOG,SMALL MIXED BREED,2,M,false,Bronx,10463
3438,April 12 2019,DOG,Siberian Husky,,U,false,Bronx,
3439,April 13 2019,DOG,"Poodle, Standard",,U,false,Bronx,
3440,April 14 2019,DOG,Rottweiler,2,M,true,Bronx,10461
3441,April 16 2019,DOG,Rottweiler,2,M,true,Bronx,10461
3442,April 12 2019,DOG,Chihuahua,,U,false,Bronx,10468
3443,April 17 2019,DOG,TERRIER MIX,5,F,false,Bronx,10460
3444,April 18 2019,DOG,Mixed/Other,,U,false,Bronx,
3445,April 16 2019,DOG,,,U,false,Bronx,
3446,April 22 2019,DOG,Labrador Retriever,,U,false,Bronx,10456
3447,April 19 2019,DOG,,,U,false,Bronx,10456
3448,April 20 2019,DOG,Pit Bull,,U,false,Bronx,10467
3449,April 23 2019,DOG,Chow Chow,8,F,true,Bronx,10463
3450,April 23 2019,DOG,Jack Russ,,U,false,Bronx,10463
3451,April 23 2019,DOG,Pit Bull,,U,false,Bronx,
3452,April 19 2019,DOG,Pit Bull,,U,false,Bronx,10458
3453,April 24 2019,DOG,Pit Bull,1,M,false,Bronx,10462
3454,April 28 2019,DOG,LARGE MIXED BREED,3,M,false,Bronx,10454
3455,April 28 2019,DOG,SHIH TZU / CHIHUAHUA MIX,3,M,false,Bronx,10472
3456,April 26 2019,DOG,Pit Bull,3,U,false,Bronx,10460
3457,April 26 2019,DOG,Pit Bull,7,M,false,Bronx,10459
3458,April 27 2019,DOG,,3,M,false,Bronx,10467
3459,April 25 2019,DOG,Pit Bull,2,M,false,Bronx,10467
3460,April 30 2019,DOG,UNKNOWN,,U,false,Bronx,
3461,April 23 2019,DOG,Pit Bull,,U,false,Bronx,10467
3462,April 21 2019,DOG,Wheaton Terrier,8,M,true,Bronx,10464
3463,April 22 2019,DOG,Mixed/Other,10,F,false,Bronx,10451
3464,April 20 2019,DOG,Akita,,U,false,Bronx,10461
3465,April 26 2019,DOG,Siberian Husky,4M,F,false,Bronx,10452
3466,April 24 2019,DOG,UNKNOWN,,U,false,Bronx,10467
3467,April 07 2019,DOG,UNKNOWN,,U,false,Bronx,10467
3468,April 27 2019,DOG,CHIHUAHUA X,3,M,false,Bronx,10463
3469,May 07 2019,DOG,LABRADOR/WEINMARANER,3,M,false,Bronx,10461
3470,May 07 2019,DOG,German Shepherd,1,F,false,Bronx,10465
3471,April 29 2019,DOG,PITBULL/MINI DOBERMAN,9,U,true,Bronx,10466
3472,April 26 2019,DOG,Maltese,10,M,true,Bronx,10462
3473,April 30 2019,DOG,PIT BULL BLUE NOSE,5,M,false,Bronx,10463
3474,May 08 2019,DOG,Pit Bull,,U,false,Bronx,10466
3475,May 07 2019,DOG,MALTESE/SHIH TZU MIX,4M,F,false,Bronx,10460
3476,May 11 2019,DOG,LAB / HUSKY / PIT BULL MIX,4,M,false,Bronx,10461
3477,May 11 2019,DOG,Labrador Retriever,,U,false,Bronx,10467
3478,May 12 2019,DOG,Shih Tzu,9,F,true,Bronx,10462
3479,May 02 2019,DOG,Cotton De Tulear,5 YRS,M,false,Bronx,10463
3480,April 21 2019,DOG,Chihuahua,15,F,true,Bronx,10452
3481,April 04 2019,DOG,Mixed/Other,,U,false,Bronx,10461
3482,August 06 2018,DOG,Pit Bull,,U,false,Bronx,
3483,May 01 2019,DOG,Mixed/Other,,U,false,Bronx,10453
3484,April 24 2019,DOG,German Shepherd,,U,false,Bronx,10453
3485,May 15 2019,DOG,Pit Bull,,U,false,Bronx,
3486,May 19 2019,DOG,Pit Bull,,U,false,Bronx,10463
3487,May 19 2019,DOG,Pit Bull,,U,false,Bronx,10463
3488,May 19 2019,DOG,UNKNOWN,,M,false,Bronx,10466
3489,May 19 2019,DOG,UNKNOWN,,M,false,Bronx,10466
3490,May 19 2019,DOG,Shiba Inu,5,M,true,Bronx,10463
3491,May 19 2019,DOG,Yorkshire Terrier,6M,M,false,Bronx,10457
3492,May 16 2019,DOG,LAPSO,4,M,false,Bronx,10466
3493,May 09 2019,DOG,Mixed/Other,,U,false,Bronx,
3494,May 18 2019,DOG,Labrador Retriever Crossbreed,6,M,true,Bronx,10458
3495,May 06 2019,DOG,Pit Bull,4,F,false,Bronx,10462
3496,May 21 2019,DOG,UNKNOWN,,U,false,Bronx,10453
3497,May 21 2019,DOG,Labrador Retriever,7,M,false,Bronx,10459
3498,May 21 2019,DOG,MIXED BREED,6,M,false,Bronx,10455
3499,May 22 2019,DOG,Pit Bull,,U,false,Bronx,10466
3500,May 22 2019,DOG,Pit Bull,,U,false,Bronx,10463
3501,May 22 2019,DOG,Rottweiler,,U,false,Bronx,
3502,May 22 2019,DOG,Pit Bull,,U,false,Bronx,10463
3503,May 20 2019,DOG,Pit Bull,5,M,false,Bronx,10465
3504,May 24 2019,DOG,Yorkshire Terrier Crossbreed,,M,false,Bronx,10465
3505,May 24 2019,DOG,Pit Bull,,U,false,Bronx,10456
3506,May 26 2019,DOG,American Pit Bull Terrier/Pit Bull,3,F,false,Bronx,10460
3507,May 26 2019,DOG,Mixed/Other,1,M,false,Bronx,10457
3508,May 26 2019,DOG,Mixed/Other,1,M,false,Bronx,10457
3509,May 27 2019,DOG,Maltese,5,M,true,Bronx,10452
3510,May 25 2019,DOG,Pit Bull,,U,false,Bronx,10467
3511,May 26 2019,DOG,,,U,false,Bronx,10469
3512,May 25 2019,DOG,Yorkshire Terrier,5,M,false,Bronx,
3513,April 30 2019,DOG,Chihuahua,,U,false,Bronx,10456
3514,May 29 2019,DOG,German Shepherd,14,U,false,Bronx,10461
3515,June 20 2018,DOG,English Cocker Spaniel,,M,false,Bronx,10473
3516,July 10 2018,DOG,Rottweiler,3,M,false,Bronx,
3517,July 17 2018,DOG,Shih Tzu,8,M,false,Bronx,10466
3518,April 26 2019,DOG,TERRIER,,U,false,Bronx,10461
3519,May 24 2019,DOG,Yorkshire Terrier,7,F,true,Bronx,10472
3520,May 28 2019,DOG,Siberian Husky,,U,false,Bronx,10472
3521,May 12 2019,DOG,,4,M,true,Bronx,10470
3522,May 20 2019,DOG,,,U,false,Bronx,10465
3523,May 23 2019,DOG,PIT BULL / LABRADOR MIX,3,F,true,Bronx,10466
3524,June 02 2019,DOG,Bull dog,,U,false,Bronx,10465
3525,May 18 2019,DOG,,,U,false,Bronx,
3526,May 20 2019,DOG,Bull dog,,U,false,Bronx,10465
3527,May 24 2019,DOG,,,U,false,Bronx,10471
3528,May 23 2019,DOG,Yorkshire Terrier,1,M,false,Bronx,
3529,May 25 2019,DOG,Pit Bull,,M,true,Bronx,10467
3530,May 12 2019,DOG,Chihuahua,,U,false,Bronx,10453
3531,June 03 2019,DOG,Pit Bull,,U,false,Bronx,10452
3532,May 09 2019,DOG,Pit Bull,,U,false,Bronx,10467
3533,May 04 2019,DOG,Shih Tzu,,M,false,Bronx,10453
3534,May 03 2019,DOG,Mixed/Other,,U,false,Bronx,10452
3535,May 23 2019,DOG,German Shepherd,,U,false,Bronx,10462
3536,May 15 2019,DOG,Pit Bull,2,M,false,Bronx,
3537,June 04 2019,DOG,Pekingese,5,M,true,Bronx,10469
3538,June 05 2019,DOG,SMALL MIX BREED,1,M,false,Bronx,10454
3539,June 06 2019,DOG,Pit Bull,,U,false,Bronx,10459
3540,June 09 2019,DOG,Mixed/Other,,M,false,Bronx,10459
3541,June 05 2019,DOG,Rottweiler,,U,false,Bronx,10461
3542,June 11 2019,DOG,Cocker Spaniel,,U,false,Bronx,10452
3543,June 01 2019,DOG,Maltese,7M,M,false,Bronx,
3544,June 05 2019,DOG,Pit Bull,1,F,false,Bronx,
3545,June 08 2019,DOG,Pit Bull,,U,false,Bronx,
3546,June 04 2019,DOG,Pit Bull,,U,false,Bronx,10463
3547,June 07 2019,DOG,Pit Bull,,U,false,Bronx,10465
3548,June 11 2019,DOG,,,U,false,Bronx,10458
3549,June 10 2019,DOG,Labrador Retriever,,U,false,Bronx,
3550,April 23 2019,DOG,Rottweiler,3,M,false,Bronx,10468
3551,June 07 2019,DOG,,5,F,false,Bronx,10473
3552,May 21 2019,DOG,BOXER / PIT BULL MIX,3,M,true,Bronx,10455
3553,May 01 2019,DOG,Lhasa Apso,13,M,false,Bronx,10462
3554,June 12 2019,DOG,,,U,false,Bronx,10453
3555,June 17 2019,DOG,,5,F,true,Bronx,
3556,June 18 2019,DOG,Chihuahua,3,F,false,Bronx,10460
3557,June 18 2019,DOG,Pit Bull,,U,false,Bronx,10458
3558,June 16 2019,DOG,Boxer,5,M,false,Bronx,10461
3559,June 22 2019,DOG,Mixed/Other,5,M,false,Bronx,10458
3560,June 22 2019,DOG,Mixed/Other,3,F,false,Bronx,10468
3561,June 20 2019,DOG,POMERANIAN/HUSKY MIX,1,M,true,Bronx,10455
3562,June 22 2019,DOG,Chihuahua,8,F,false,Bronx,
3563,June 19 2019,DOG,Pit Bull,5,M,false,Bronx,10460
3564,June 21 2019,DOG,Chihuahua,3,M,true,Bronx,
3565,June 20 2019,DOG,Yorkshire Terrier,,U,false,Bronx,10467
3566,June 16 2019,DOG,Shih Tzu,,U,false,Bronx,
3567,June 22 2019,DOG,Rottweiler,,U,false,Bronx,10462
3568,June 23 2019,DOG,Chow Chow,,U,false,Bronx,
3569,June 20 2019,DOG,Yorkshire Terrier,,U,false,Bronx,
3570,June 18 2019,DOG,Mixed/Other,,U,false,Bronx,
3571,June 22 2019,DOG,,,U,false,Bronx,10462
3572,June 22 2019,DOG,"Poodle, Standard",,U,false,Bronx,
3573,June 13 2019,DOG,"Bull Dog, English",8,F,false,Bronx,10461
3574,June 16 2019,DOG,Shiba Inu,,U,false,Bronx,
3575,June 24 2019,DOG,Yorkshire Terrier,5,M,false,Bronx,10453
3576,June 05 2019,DOG,Rottweiler,,U,false,Bronx,10469
3577,June 21 2019,DOG,Yorkshire Terrier,14,M,true,Bronx,10468
3578,June 25 2019,DOG,Mixed/Other,,U,false,Bronx,10466
3579,June 21 2019,DOG,BULL MASTIFF PIT BULL MIX,,F,false,Bronx,10466
3580,June 26 2019,DOG,Dalmatian,9,F,false,Bronx,
3581,June 28 2019,DOG,,14,M,false,Bronx,10465
3582,June 30 2019,DOG,Pit Bull,,U,false,Bronx,10456
3583,June 29 2019,DOG,UNKNOWN,2,M,false,Bronx,10460
3584,June 27 2019,DOG,Pit Bull,,U,false,Bronx,10469
3585,July 02 2019,DOG,Yorkshire Terrier,5,M,false,Bronx,10460
3586,July 04 2019,DOG,,,U,false,Bronx,10467
3587,June 28 2019,DOG,UNKNOWN,,U,false,Bronx,10451
3588,June 27 2019,DOG,Chihuahua,,U,false,Bronx,10460
3589,July 08 2019,DOG,Pit Bull,,U,false,Bronx,10453
3590,July 04 2019,DOG,LABRADOR AND BEAGLE MIX,,M,true,Bronx,10465
3591,July 05 2019,DOG,Basset Hound,9,M,true,Bronx,10463
3592,July 04 2019,DOG,Siberian Husky,2,F,false,Bronx,10460
3593,June 29 2019,DOG,American Pit Bull Terrier/Pit Bull,,U,false,Bronx,10452
3594,June 22 2019,DOG,,,M,false,Bronx,10465
3595,July 08 2019,DOG,Pit Bull,,U,false,Bronx,10459
3596,July 06 2019,DOG,,,U,false,Bronx,
3597,June 27 2019,DOG,Pit Bull,,U,false,Bronx,
3598,July 07 2019,DOG,Maltese,,U,false,Bronx,
3599,July 08 2019,DOG,,,U,false,Bronx,10465
3600,July 02 2019,DOG,Pit Bull,,U,false,Bronx,10460
3601,July 05 2019,DOG,,,U,false,Bronx,
3602,July 09 2019,DOG,LARGE MIX BREED,3,M,false,Bronx,10451
3603,July 09 2019,DOG,HUSKY,3M,M,false,Bronx,
3604,July 05 2019,DOG,Mixed/Other,2,M,false,Bronx,10468
3605,June 29 2019,DOG,,,U,false,Bronx,10473
3606,June 30 2019,DOG,Pit Bull,,F,false,Bronx,10470
3607,July 10 2019,DOG,Pit Bull,3,M,false,Bronx,10472
3608,June 27 2019,DOG,Mixed/Other,,U,false,Bronx,10457
3609,July 07 2019,DOG,,,U,false,Bronx,
3610,July 10 2019,DOG,Yorkshire Terrier,,U,false,Bronx,10465
3611,July 06 2019,DOG,,,U,false,Bronx,
3612,July 09 2019,DOG,,,U,false,Bronx,10463
3613,July 11 2019,DOG,,,U,false,Bronx,10473
3614,July 13 2019,DOG,Siberian Husky,3,F,false,Bronx,10473
3615,July 12 2019,DOG,UNKNOWN,5,U,false,Bronx,10460
3616,July 14 2019,DOG,Chihuahua,9,M,true,Bronx,10459
3617,July 02 2019,DOG,Pit Bull,,U,false,Bronx,10462
3618,July 14 2019,DOG,Pit Bull,,U,false,Bronx,10452
3619,July 15 2019,DOG,Pit Bull,10,U,false,Bronx,10466
3620,July 20 2019,DOG,,,U,false,Bronx,10451
3621,July 17 2019,DOG,Pit Bull,,U,false,Bronx,10463
3622,July 19 2019,DOG,Dachshund Smooth Coat,5,F,true,Bronx,10463
3623,July 17 2019,DOG,,,U,false,Bronx,
3624,July 15 2019,DOG,,,U,false,Bronx,
3625,July 17 2019,DOG,TERRIER X,12,M,false,Bronx,10470
3626,July 20 2019,DOG,,3,F,true,Bronx,10470
3627,July 17 2019,DOG,Labrador Retriever,,U,false,Bronx,
3628,July 21 2019,DOG,Pit Bull,,U,false,Bronx,10467
3629,July 25 2019,DOG,BIG SIZE DOG,10,M,false,Bronx,10469
3630,July 24 2019,DOG,Pomeranian,,U,false,Bronx,10453
3631,July 23 2019,DOG,,,U,false,Bronx,10460
3632,July 22 2019,DOG,Mixed/Other,3,M,false,Bronx,
3633,July 27 2019,DOG,Mixed/Other,8,M,false,Bronx,10462
3634,July 30 2019,DOG,MEDIUM SIZED MIXED BREED,2,U,false,Bronx,10458
3635,July 26 2019,DOG,Yorkshire Terrier,8,M,false,Bronx,10459
3636,July 29 2019,DOG,Doberman Pinscher,,U,false,Bronx,
3637,July 28 2019,DOG,Pit Bull,,U,false,Bronx,
3638,July 26 2019,DOG,"Poodle, Standard",3M,M,true,Bronx,10455
3639,June 24 2019,DOG,Pit Bull,6,F,false,Bronx,10473
3640,June 24 2019,DOG,,,U,false,Bronx,10452
3641,August 02 2019,DOG,,,U,false,Bronx,10460
3642,August 03 2019,DOG,Mixed/Other,5,M,false,Bronx,10452
3643,August 03 2019,DOG,,,U,false,Bronx,10458
3644,August 05 2019,DOG,Bull dog,,U,false,Bronx,10469
3645,August 03 2019,DOG,HOUND,5,M,false,Bronx,10461
3646,August 07 2019,DOG,,,U,false,Bronx,10473
3647,August 06 2019,DOG,MIXED BREED,,F,false,Bronx,10465
3648,August 04 2019,DOG,Labrador Retriever,,U,false,Bronx,10453
3649,July 29 2019,DOG,Labrador Retriever,,U,false,Bronx,10452
3650,August 11 2019,DOG,Siberian Husky,11,M,false,Bronx,
3651,July 27 2019,DOG,HUSKY,,U,false,Bronx,10456
3652,August 05 2019,DOG,Pit Bull,,U,false,Bronx,10462
3653,April 12 2019,DOG,TERRIER,,U,false,Bronx,10451
3654,June 09 2019,DOG,Pit Bull,,U,false,Bronx,10461
3655,June 12 2019,DOG,AUSTRALIA CATTLE DOG,,U,false,Bronx,10461
3656,August 11 2019,DOG,Pit Bull,4,M,true,Bronx,10473
3657,August 09 2019,DOG,Pit Bull,,U,false,Bronx,10458
3658,August 12 2019,DOG,Chihuahua,5,F,true,Bronx,10452
3659,August 15 2019,DOG,Pit Bull,5,M,false,Bronx,10465
3660,August 18 2019,DOG,Pit Bull,,U,false,Bronx,10458
3661,August 16 2019,DOG,Maltese,7,M,false,Bronx,10457
3662,August 04 2019,DOG,Chihuahua,,U,false,Bronx,10456
3663,August 09 2019,DOG,Mixed/Other,8,F,false,Bronx,10467
3664,August 08 2019,DOG,Mixed/Other,4,F,false,Bronx,10460
3665,August 09 2019,DOG,Mixed/Other,1,M,false,Bronx,10463
3666,August 16 2019,DOG,Pit Bull,,U,false,Bronx,10468
3667,August 03 2019,DOG,Pit Bull,,U,false,Bronx,
3668,August 03 2019,DOG,LARGE MIX BREED,3,M,false,Bronx,10456
3669,August 04 2019,DOG,Pit Bull,,U,false,Bronx,
3670,August 20 2019,DOG,,13,M,false,Bronx,10465
3671,August 21 2019,DOG,TERRIER MIX,6,F,true,Bronx,10465
3672,August 03 2019,DOG,Chihuahua,,U,false,Bronx,10456
3673,August 21 2019,DOG,,,U,false,Bronx,
3674,August 21 2019,DOG,,,U,false,Bronx,10457
3675,August 16 2019,DOG,Mixed/Other,5,M,false,Bronx,10457
3676,August 22 2019,DOG,Pit Bull,2,M,true,Bronx,10458
3677,August 25 2019,DOG,Pit Bull,,U,false,Bronx,10455
3678,August 23 2019,DOG,,,U,false,Bronx,
3679,August 25 2019,DOG,"Bull Dog, French",3,M,true,Bronx,10451
3680,August 27 2019,DOG,Pit Bull,3,M,false,Bronx,10458
3681,August 27 2019,DOG,Rottweiler,5,M,false,Bronx,10468
3682,August 04 2019,DOG,Mixed/Other,5,M,true,Bronx,10465
3683,August 16 2019,DOG,UNKNOWN,2,M,true,Bronx,
3684,June 24 2019,DOG,American Pit Bull Terrier/Pit Bull,,U,false,Bronx,10455
3685,September 01 2019,DOG,American Pit Bull Terrier/Pit Bull,,U,false,Bronx,
3686,August 26 2019,DOG,SMALL DOG,,U,false,Bronx,10451
3687,September 01 2019,DOG,,10M,M,false,Bronx,10454
3688,September 02 2019,DOG,CORGI,,U,false,Bronx,10469
3689,September 03 2019,DOG,,7,M,false,Bronx,10467
3690,August 30 2019,DOG,Mixed/Other,6,M,false,Bronx,10462
3691,September 03 2019,DOG,LARGE MIX DOG,3,M,false,Bronx,10454
3692,September 03 2019,DOG,German Shepherd,2,M,false,Bronx,10469
3693,September 02 2019,DOG,HOUND,,U,false,Bronx,
3694,September 05 2019,DOG,TERRIER MIX,6,M,true,Bronx,
3695,August 27 2019,DOG,Shih Tzu,,U,true,Bronx,
3696,August 29 2019,DOG,Shih Tzu,7,F,false,Bronx,10461
3697,September 08 2019,DOG,Pit Bull,1,M,false,Bronx,
3698,September 07 2019,DOG,Dachshund Smooth Coat,14,F,true,Bronx,10463
3699,September 06 2019,DOG,Siberian Husky,3,M,true,Bronx,10457
3700,July 04 2019,DOG,Pit Bull,,U,false,Bronx,10461
3701,June 07 2019,DOG,,,U,false,Bronx,10473
3702,August 28 2019,DOG,Pit Bull,2,M,false,Bronx,
3703,September 10 2019,DOG,Chihuahua Crossbreed,5Y,M,true,Bronx,10468
3704,July 30 2018,DOG,Labrador Retriever,,U,false,Bronx,10473
3705,August 08 2018,DOG,Pit Bull,,U,false,Bronx,10454
3706,August 08 2018,DOG,,,U,false,Bronx,10452
3707,July 24 2018,DOG,Mixed/Other,,U,false,Bronx,10470
3708,August 16 2018,DOG,Chihuahua,,U,false,Bronx,10457
3709,August 25 2018,DOG,Pit Bull,,U,false,Bronx,10461
3710,July 04 2018,DOG,,,U,false,Bronx,10473
3711,September 13 2019,DOG,MIXED BREED,1,M,false,Bronx,10459
3712,September 14 2019,DOG,Pit Bull,,U,false,Bronx,10466
3713,September 14 2019,DOG,Pit Bull,1,M,false,Bronx,10466
3714,September 09 2019,DOG,Chihuahua,1,M,true,Bronx,
3715,September 15 2019,DOG,Jack Russ,10,M,false,Bronx,10453
3716,September 11 2019,DOG,Shih Tzu,3,F,false,Bronx,10469
3717,September 18 2019,DOG,MEDIUM MIXED BREED,3,F,false,Bronx,10472
3718,September 19 2019,DOG,Rottweiler,,U,false,Bronx,10468
3719,September 17 2019,DOG,Yorkshire Terrier,4,M,true,Bronx,10456
3720,September 14 2019,DOG,Pit Bull,,U,false,Bronx,
3721,September 19 2019,DOG,Rottweiler,,U,false,Bronx,10463
3722,September 17 2019,DOG,,,U,false,Bronx,10455
3723,September 19 2019,DOG,Rottweiler,,U,false,Bronx,10468
3724,September 18 2019,DOG,,,M,false,Bronx,
3725,September 13 2019,DOG,,,U,false,Bronx,
3726,September 17 2019,DOG,Pit Bull,,U,false,Bronx,10466
3727,September 22 2019,DOG,PIT BULL / LABRADOR MIX,2,M,false,Bronx,10468
3728,September 21 2019,DOG,Mixed/Other,2,M,false,Bronx,10459
3729,September 21 2019,DOG,,,U,false,Bronx,
3730,September 16 2019,DOG,Shih Tzu,,U,false,Bronx,10455
3731,September 23 2019,DOG,"Bull Dog, French",,M,false,Bronx,10468
3732,September 22 2019,DOG,PIT BULL / LABRADOR MIX,2,M,false,Bronx,10467
3733,September 23 2019,DOG,Mixed/Other,,U,false,Bronx,10453
3734,September 13 2019,DOG,Doberman Pinscher,6,M,false,Bronx,10471
3735,September 21 2019,DOG,Pit Bull,,U,false,Bronx,10453
3736,September 25 2019,DOG,Maltese,,U,false,Bronx,10469
3737,September 28 2019,DOG,LARGE MIX DOG,1,M,false,Bronx,10456
3738,September 29 2019,DOG,Akita,4,F,false,Bronx,10453
3739,October 02 2019,DOG,LARGE MIXED BREED,5,F,false,Bronx,10471
3740,September 22 2019,DOG,Pit Bull,,U,false,Bronx,
3741,September 16 2019,DOG,American Staffordshire Terrier,12,M,false,Bronx,10461
3742,September 22 2019,DOG,German Shepherd,3,M,true,Bronx,10473
3743,October 03 2019,DOG,SMALL MIXED BREED,1,M,false,Bronx,10459
3744,October 02 2019,DOG,Pit Bull,,U,false,Bronx,
3745,October 01 2019,DOG,,6M,M,false,Bronx,10451
3746,October 06 2019,DOG,LARGE MIX DOG,12,F,false,Bronx,10460
3747,September 30 2019,DOG,SMALL MIXED BREED,10,M,false,Bronx,10457
3748,October 01 2019,DOG,SMALL MIXED BREED,10,M,false,Bronx,10457
3749,October 01 2019,DOG,MIXED,2,M,false,Bronx,10463
3750,October 05 2019,DOG,Chihuahua,3,M,false,Bronx,10473
3751,October 08 2019,DOG,UNKNOWN,,M,false,Bronx,10473
3752,October 08 2019,DOG,LARGE MIX DOG,3,M,false,Bronx,10453
3753,October 08 2019,DOG,Pit Bull,11,F,false,Bronx,10453
3754,October 05 2019,DOG,SMALL MIXED BREED,,U,false,Bronx,10463
3755,September 30 2019,DOG,SMALL MIXED BREED,6,M,false,Bronx,10457
3756,September 28 2019,DOG,CHIHUAHUA/MALTESE,7,M,true,Bronx,10465
3757,October 12 2019,DOG,American Pit Bull Terrier/Pit Bull,2,F,false,Bronx,10463
3758,September 27 2019,DOG,,,U,false,Bronx,
3759,October 15 2019,DOG,Yorkshire Terrier,5,M,false,Bronx,10465
3760,October 09 2019,DOG,Yorkshire Terrier,,U,false,Bronx,
3761,October 06 2019,DOG,Chihuahua,1,M,true,Bronx,
3762,October 05 2019,DOG,UNKNOWN,,U,false,Bronx,
3763,October 04 2019,DOG,Yorkshire Terrier,,U,false,Bronx,10459
3764,October 04 2019,DOG,Pit Bull,,M,false,Bronx,10457
3765,October 03 2019,DOG,,2,M,false,Bronx,10472
